reseller_id,name,phone,signup_date,state,city_tier,age_group,primary_category,monthly_gmv,monthly_orders,avg_order_value,return_rate,support_tickets,whatsapp_active,tenure_days,days_since_last_order,churn_label
MSH031097,Raghav Munshi,+910775310884,2022-05-01,Bihar,3,36-45,Fashion,9775.15,14,698.22,0.0781,4,1,609,8,0
MSH031098,Advaith Rajagopal,08942766898,2022-02-19,Gujarat,3,26-35,Home Decor,8752.05,9,972.45,0.4818,3,1,680,3,0
MSH031099,Hiral Pai,6201573042,2023-04-20,Gujarat,3,45+,Home Decor,13926.69,14,994.76,0.0877,1,1,255,17,0
MSH031100,Aashi Mane,+913578257485,2023-05-07,Rajasthan,2,18-25,Beauty,10855.41,8,1356.93,0.056,1,1,238,10,0
MSH031101,Hardik Badal,02090878260,2023-01-15,Bihar,3,45+,Home Decor,24471.73,25,978.87,0.1077,2,0,350,288,1
MSH031102,Girik Rajan,03391356928,2023-01-22,Bihar,2,18-25,Fashion,6207.86,2,3103.93,0.1476,1,1,343,4,0
MSH031103,Anamika Shanker,+916073620452,2022-10-16,Uttar Pradesh,2,36-45,Kitchen,16944.33,17,996.73,0.0195,3,0,441,7,0
MSH031104,Joshua Gulati,+913922405843,2023-03-30,Uttar Pradesh,3,36-45,Beauty,12843.31,19,675.96,0.2043,4,1,276,10,0
MSH031105,Gayathri Shukla,09367641384,2023-01-06,Gujarat,1,18-25,Fashion,5128.68,3,1709.56,0.3323,1,1,359,228,1
MSH031106,Sudiksha Shere,09937901063,2022-07-03,Odisha,1,36-45,Fashion,11694.79,20,584.74,0.1364,2,0,546,24,0
MSH031107,Ojasvi Ghosh,7438178980,2022-07-24,Madhya Pradesh,3,26-35,Home Decor,7154.68,7,1022.1,0.094,0,1,525,26,0
MSH031108,Baljiwan Patla,+910360644916,2022-06-21,Uttar Pradesh,2,26-35,Fashion,44155.16,68,649.34,0.1347,5,0,558,18,0
MSH031109,Gauri Samra,3209197957,2022-08-10,Tamil Nadu,2,36-45,Beauty,15737.17,18,874.29,0.4449,2,1,508,14,0
MSH031110,Aarna Nadkarni,7909793850,2022-06-17,Tamil Nadu,2,26-35,Kitchen,6678.68,8,834.84,0.1531,1,0,562,4,0
MSH031111,Kiaan Kothari,09573904440,2022-09-01,Maharashtra,3,18-25,Fashion,27490.57,43,639.32,0.1954,4,0,486,22,0
MSH031112,Omkaar Raj,5145776434,2022-08-06,Bihar,2,26-35,Home Decor,4326.86,8,540.86,0.1103,2,1,512,9,0
MSH031113,Hemang Balay,+917633879600,2022-02-25,Uttar Pradesh,3,36-45,Home Decor,21244.59,24,885.19,0.0778,5,1,674,28,0
MSH031114,Wishi Viswanathan,4742806994,2022-06-16,Bihar,3,36-45,Home Decor,50149.55,55,911.81,0.0932,1,1,563,18,0
MSH031115,Yochana Singh,6106428135,2023-06-03,Maharashtra,3,18-25,Kitchen,17716.14,26,681.39,0.5399,0,1,211,307,1
MSH031116,Yasti Mahajan,03672803933,2022-05-22,Maharashtra,3,36-45,Fashion,3755.58,1,3755.58,0.0218,2,1,588,91,1
MSH031117,Aarini Minhas,2943910205,2022-05-05,Odisha,3,26-35,Home Decor,22986.27,30,766.21,0.246,0,1,605,125,1
MSH031118,Jatin Prakash,+915050541633,2022-03-31,Tamil Nadu,2,26-35,Electronics,18170.39,17,1068.85,0.0658,2,1,640,7,0
MSH031119,William Khare,09304225424,2022-11-07,Karnataka,3,18-25,Fashion,13658.31,20,682.92,0.0116,1,1,419,202,1
MSH031120,Eiravati Krish,0343579053,2023-01-06,Uttar Pradesh,3,36-45,Fashion,11985.61,15,799.04,0.2163,1,0,359,181,1
MSH031121,Geetika Sarna,05256508304,2022-08-04,Maharashtra,2,18-25,Fashion,61733.37,75,823.11,0.2108,1,1,514,3,0
MSH031122,Varsha Pant,07150442453,2023-03-17,Odisha,3,26-35,Fashion,21480.43,26,826.17,0.2783,2,1,289,364,1
MSH031123,Nikita Basu,1755381000,2022-07-05,Maharashtra,2,26-35,Fashion,11623.21,13,894.09,0.124,3,0,544,26,0
MSH031124,Krishna Soman,04830536581,2022-06-02,Karnataka,1,26-35,Home Decor,9004.74,5,1800.95,0.2679,2,0,577,12,0
MSH031125,Madhavi Trivedi,6908891354,2022-04-06,Madhya Pradesh,3,26-35,Fashion,12927.54,17,760.44,0.1756,3,0,634,292,1
MSH031126,Girish Divan,+910319558720,2022-12-02,Uttar Pradesh,2,45+,Home Decor,46555.12,49,950.1,0.307,3,1,394,12,0
MSH031127,Yash Sarma,03835633764,2023-05-30,Uttar Pradesh,2,36-45,Fashion,29104.86,37,786.62,0.3708,1,1,215,304,1
MSH031128,Zilmil Natt,1943437928,2022-05-29,West Bengal,3,26-35,Fashion,16924.79,21,805.94,0.1292,4,0,581,209,1
MSH031129,Gauri Sheth,+915576988905,2023-06-16,Karnataka,1,45+,Kitchen,16263.87,16,1016.49,0.2335,2,1,198,20,0
MSH031130,Varsha Bhat,01993715314,2023-02-06,West Bengal,3,26-35,Electronics,18641.76,25,745.67,0.0271,1,0,328,104,1
MSH031131,Triveni Wali,2251746953,2022-11-27,Madhya Pradesh,2,36-45,Beauty,13170.28,19,693.17,0.1596,1,1,399,2,0
MSH031132,Panini Baria,+917290625529,2022-08-15,Tamil Nadu,3,26-35,Beauty,11245.37,20,562.27,0.2465,2,1,503,14,0
MSH031133,Saumya Samra,02584857210,2022-12-24,Uttar Pradesh,2,26-35,Kitchen,10890.15,14,777.87,0.3548,6,1,372,122,1
MSH031134,Ekapad Parsa,+911583563421,2022-11-12,Gujarat,2,45+,Fashion,19283.99,28,688.71,0.1913,1,0,414,11,0
MSH031135,Aadhya Bera,7410557041,2022-02-05,Madhya Pradesh,2,36-45,Fashion,41136.29,41,1003.32,0.1163,2,0,694,7,0
MSH031136,Pallavi Singh,05257941212,2023-05-24,Rajasthan,3,36-45,Fashion,9950.28,11,904.57,0.2622,1,1,221,151,1
MSH031137,Dipta Badal,05057762191,2023-04-23,Bihar,1,18-25,Home Decor,2801.17,3,933.72,0.0157,0,1,252,2,0
MSH031138,Vrishti Ganesan,02045816675,2023-03-04,Bihar,3,26-35,Kitchen,3754.03,5,750.81,0.1463,3,1,302,13,0
MSH031139,Chatura Majumdar,+911405235353,2023-03-26,Gujarat,2,26-35,Electronics,9098.26,13,699.87,0.1544,2,1,280,27,0
MSH031140,Manan Narasimhan,7561665099,2022-03-31,Odisha,3,45+,Home Decor,20051.98,16,1253.25,0.0335,1,1,640,8,0
MSH031141,Varenya Basu,2311927564,2023-06-25,Karnataka,2,36-45,Home Decor,21901.01,29,755.21,0.0912,0,1,189,18,0
MSH031142,Urvashi Sarkar,+913496668969,2022-06-25,Bihar,2,36-45,Fashion,13088.92,12,1090.74,0.2864,0,1,554,11,0
MSH031143,Raghav Raghavan,+914347424129,2023-02-24,Rajasthan,3,36-45,Fashion,8894.94,12,741.24,0.2052,0,1,310,238,1
MSH031144,Amruta Raj,0453046842,2022-06-20,Maharashtra,3,26-35,Fashion,8428.45,11,766.22,0.1535,1,0,559,176,1
MSH031145,Xalak Pau,+919140368749,2023-01-29,Madhya Pradesh,3,36-45,Fashion,25665.09,38,675.4,0.2197,1,0,336,1,0
MSH031146,Saksham Bandi,09442093779,2022-09-23,Rajasthan,2,26-35,Kitchen,5419.01,10,541.9,0.2807,1,0,464,172,1
MSH031147,Zansi Toor,2516103155,2023-05-19,Uttar Pradesh,3,36-45,Home Decor,20068.76,29,692.03,0.2957,1,1,226,22,0
MSH031148,Peter Sunder,6897325221,2022-05-14,Uttar Pradesh,1,18-25,Home Decor,19307.09,16,1206.69,0.1458,1,1,596,5,0
MSH031149,Rachana Guha,4832192003,2022-01-26,West Bengal,3,18-25,Beauty,2434.1,1,2434.1,0.2769,0,1,704,133,1
MSH031150,Noah Vig,4474074978,2022-10-04,Karnataka,3,26-35,Kitchen,40513.77,47,862.0,0.0931,0,1,453,29,0
MSH031151,Shivani Salvi,07897172663,2022-04-10,Rajasthan,2,36-45,Fashion,18136.7,20,906.84,0.1301,3,1,630,7,0
MSH031152,Falak Gola,01528225812,2023-03-18,Maharashtra,3,36-45,Kitchen,8603.69,11,782.15,0.3368,0,1,288,20,0
MSH031153,Vamakshi Kota,8026650345,2023-03-01,Bihar,2,36-45,Electronics,13043.84,21,621.14,0.1936,0,0,305,29,0
MSH031154,Kabir Kakar,7746678617,2022-01-30,Madhya Pradesh,3,18-25,Kitchen,27728.15,43,644.84,0.3456,0,1,700,13,0
MSH031155,Wriddhish Subramaniam,+915371337184,2023-05-11,Uttar Pradesh,3,18-25,Kitchen,9123.07,15,608.2,0.0583,0,1,234,341,1
MSH031156,Urishilla Ahuja,6784107936,2022-07-10,Karnataka,3,36-45,Fashion,27738.07,40,693.45,0.0944,2,0,539,13,0
MSH031157,Ansh Issac,01596141684,2022-07-06,Odisha,2,45+,Home Decor,11718.78,9,1302.09,0.4223,0,1,543,16,0
MSH031158,Anika Om,05172255877,2022-05-20,Bihar,3,36-45,Home Decor,40342.12,54,747.08,0.3248,2,1,590,2,0
MSH031159,Libni Sandal,00753696595,2022-11-16,Karnataka,2,26-35,Home Decor,7604.82,6,1267.47,0.0277,3,1,410,20,0
MSH031160,Dakshesh Nadig,1632448257,2023-01-04,Rajasthan,3,36-45,Fashion,8507.62,12,708.97,0.133,3,1,361,9,0
MSH031161,Yashodhara Pal,+919935358547,2022-10-24,Uttar Pradesh,1,26-35,Fashion,7654.9,7,1093.56,0.0587,1,1,433,8,0
MSH031162,Aradhana Iyengar,0360577645,2022-07-19,Bihar,2,26-35,Fashion,10715.46,18,595.3,0.3093,2,0,530,349,1
MSH031163,Vrishti Gara,08041375028,2023-01-14,Uttar Pradesh,3,36-45,Home Decor,30811.46,37,832.74,0.2342,2,0,351,203,1
MSH031164,Maya Dixit,02808989324,2022-03-21,Maharashtra,3,36-45,Fashion,31621.91,53,596.64,0.4169,1,1,650,3,0
MSH031165,Radha Nagar,03585335506,2023-03-23,Gujarat,3,18-25,Fashion,23086.92,26,887.96,0.2256,1,1,283,257,1
MSH031166,Quincy Taneja,+918704361835,2023-05-16,Uttar Pradesh,3,36-45,Home Decor,7469.38,12,622.45,0.2333,0,1,229,305,1
MSH031167,Luke Shukla,9717961861,2022-09-16,Maharashtra,2,36-45,Fashion,118044.31,96,1229.63,0.3804,1,0,471,3,0
MSH031168,Zehaan Shan,+914850803822,2023-06-28,Rajasthan,2,45+,Electronics,17254.04,21,821.62,0.044,1,0,186,2,0
MSH031169,Tanveer Bir,7160980593,2022-05-01,Karnataka,2,18-25,Home Decor,10920.53,11,992.78,0.2887,1,0,609,23,0
MSH031170,Guneet Sibal,+912784463445,2022-02-24,Tamil Nadu,1,26-35,Fashion,15669.21,16,979.33,0.2444,1,0,675,22,0
MSH031171,Lohit Johal,2811035885,2023-05-08,Uttar Pradesh,3,26-35,Home Decor,9946.19,12,828.85,0.3075,2,1,237,221,1
MSH031172,Wridesh Thaman,+917481384722,2022-01-18,Maharashtra,2,45+,Beauty,9807.22,12,817.27,0.2177,0,1,712,16,0
MSH031173,Lavanya Karan,6022805552,2022-11-05,Uttar Pradesh,1,26-35,Home Decor,24307.03,31,784.1,0.2724,1,1,421,11,0
MSH031174,Bhavna Lad,0240611362,2022-04-20,Madhya Pradesh,3,26-35,Beauty,37064.63,47,788.61,0.2448,4,1,620,21,0
MSH031175,Yashawini Hayer,+910570298451,2022-11-27,Maharashtra,3,36-45,Fashion,10201.87,20,510.09,0.1573,0,1,399,13,0
MSH031176,Harini Prasad,1261309504,2022-09-21,Maharashtra,3,18-25,Fashion,6566.45,5,1313.29,0.0981,3,1,466,12,0
MSH031177,Fiyaz Pal,+912006286012,2022-09-25,Uttar Pradesh,2,18-25,Kitchen,13397.55,18,744.31,0.1279,0,1,462,0,0
MSH031178,Chaman Sandhu,+916394965211,2023-03-11,Madhya Pradesh,2,18-25,Beauty,9946.93,8,1243.37,0.3083,1,1,295,18,0
MSH031179,Warda Pingle,02746661060,2023-03-26,West Bengal,2,36-45,Beauty,9846.82,13,757.45,0.1825,3,1,280,3,0
MSH031180,Lipika Butala,01253961510,2022-10-24,Maharashtra,3,36-45,Kitchen,13187.22,14,941.94,0.0482,2,0,433,13,0
MSH031181,Balhaar Batta,7858552163,2022-05-17,Gujarat,2,26-35,Fashion,5960.88,9,662.32,0.1555,1,0,593,28,0
MSH031182,Charan Gole,08321299462,2023-02-01,West Bengal,1,18-25,Beauty,43993.44,64,687.4,0.0613,3,1,333,27,0
MSH031183,Harinakshi Varughese,2926515242,2022-07-03,Maharashtra,1,36-45,Kitchen,38401.98,47,817.06,0.2376,0,1,546,1,0
MSH031184,Sanya Varkey,08976795738,2023-02-16,Uttar Pradesh,3,36-45,Fashion,18522.04,28,661.5,0.0488,0,1,318,0,0
MSH031185,Dominic Shanker,03991205048,2022-11-16,Uttar Pradesh,2,18-25,Kitchen,47684.78,70,681.21,0.1276,1,1,410,294,1
MSH031186,Jairaj Dhaliwal,5305933544,2022-11-22,Rajasthan,2,36-45,Fashion,5063.38,5,1012.68,0.4199,1,1,404,309,1
MSH031187,Ekapad Soni,09404070544,2023-02-21,Uttar Pradesh,3,18-25,Beauty,7924.36,6,1320.73,0.0598,2,0,313,272,1
MSH031188,Vivaan Chanda,08152541837,2022-03-31,Maharashtra,2,36-45,Home Decor,8452.54,17,497.21,0.1724,2,1,640,9,0
MSH031189,Chavvi Bhargava,03280661441,2023-03-17,Uttar Pradesh,1,18-25,Fashion,9981.65,22,453.71,0.523,2,1,289,2,0
MSH031190,Anika Upadhyay,09940664082,2022-03-16,Uttar Pradesh,2,18-25,Beauty,28903.6,36,802.88,0.1157,2,1,655,1,0
MSH031191,Anya Ganesh,+916751138273,2022-09-24,Maharashtra,3,36-45,Fashion,87027.85,86,1011.95,0.0634,0,0,463,0,0
MSH031192,Wridesh Kata,8573224576,2022-11-08,West Bengal,3,26-35,Fashion,26887.07,31,867.32,0.1078,1,0,418,6,0
MSH031193,Zaitra Aggarwal,5380659395,2023-04-28,Rajasthan,3,36-45,Fashion,31393.0,48,654.02,0.3294,0,0,247,18,0
MSH031194,Aachal Panchal,+914401399532,2022-01-28,Uttar Pradesh,3,26-35,Fashion,11342.54,13,872.5,0.2194,0,0,702,0,0
MSH031195,Mohini Aggarwal,1380461582,2022-12-08,Uttar Pradesh,3,18-25,Fashion,18774.33,25,750.97,0.2928,0,0,388,25,0
MSH031196,Nidhi Kale,+917431938265,2023-03-02,Maharashtra,2,26-35,Fashion,15128.78,11,1375.34,0.0649,1,0,304,13,0
MSH031197,Saksham Sachdev,03771837684,2023-06-19,Madhya Pradesh,3,26-35,Fashion,5489.52,8,686.19,0.0615,0,1,195,5,0
MSH031198,Warhi Nayar,1299572440,2023-02-14,Tamil Nadu,3,36-45,Fashion,7110.77,12,592.56,0.1583,0,0,320,294,1
MSH031199,Balveer Comar,+918388739238,2022-10-12,Karnataka,1,26-35,Fashion,9810.42,12,817.54,0.1926,1,0,445,326,1
MSH031200,Vasana Pillai,+911773321009,2022-04-16,Karnataka,2,26-35,Fashion,38724.3,50,774.49,0.0809,2,0,624,26,0
MSH031201,Sathvik Bhat,9026119663,2023-05-19,Gujarat,3,26-35,Kitchen,18311.79,19,963.78,0.2414,1,1,226,7,0
MSH031202,Faras Basu,+919625055195,2022-02-15,Uttar Pradesh,3,26-35,Kitchen,7151.01,8,893.88,0.0399,3,1,684,1,0
MSH031203,Gunbir Parsa,04495420245,2023-03-23,Uttar Pradesh,1,45+,Home Decor,19125.89,33,579.57,0.0833,1,1,283,2,0
MSH031204,Vidhi Shroff,9819880320,2022-05-24,Madhya Pradesh,3,36-45,Fashion,32570.09,37,880.27,0.0256,1,1,586,324,1
MSH031205,Ubika Pal,06348194423,2023-06-21,Gujarat,3,45+,Home Decor,34845.52,41,849.89,0.1235,1,1,193,61,1
MSH031206,Bhavna Sagar,+911500904336,2022-03-03,Tamil Nadu,3,36-45,Fashion,16918.66,21,805.65,0.1703,2,1,668,230,1
MSH031207,Sanaya Gade,+917476929310,2022-03-23,Rajasthan,3,36-45,Home Decor,10192.91,21,485.38,0.1756,1,1,648,10,0
MSH031208,Aradhana Varma,8373479346,2022-12-02,Maharashtra,3,36-45,Home Decor,13142.46,14,938.75,0.4396,0,0,394,180,1
MSH031209,Jagrati Batta,04822991060,2022-07-30,Tamil Nadu,3,26-35,Fashion,9581.87,13,737.07,0.1568,1,0,519,153,1
MSH031210,Liam Doctor,+911337300140,2023-02-04,Rajasthan,3,18-25,Kitchen,11831.24,21,563.39,0.3422,1,1,330,18,0
MSH031211,Vedika Raj,08823094802,2022-12-13,Rajasthan,3,26-35,Kitchen,22889.52,43,532.31,0.2113,1,1,383,108,1
MSH031212,Parth Grover,+916528895359,2022-07-17,Bihar,3,36-45,Home Decor,12219.58,11,1110.87,0.1032,2,1,532,4,0
MSH031213,Krishna Karnik,+919486735683,2023-01-12,Gujarat,3,36-45,Fashion,18663.54,33,565.56,0.1211,2,1,353,23,0
MSH031214,Jacob Sundaram,+919655317022,2022-06-11,Tamil Nadu,3,18-25,Electronics,33935.54,42,807.99,0.2158,1,1,568,25,0
MSH031215,Ubika Oommen,09547564314,2022-07-27,West Bengal,3,36-45,Beauty,26247.05,34,771.97,0.1773,1,0,522,9,0
MSH031216,Amara Golla,03045494366,2023-03-03,Maharashtra,2,36-45,Fashion,15222.54,21,724.88,0.1412,4,1,303,25,0
MSH031217,Aditya Ranganathan,+915592655797,2022-02-13,Rajasthan,3,26-35,Home Decor,13069.53,18,726.08,0.3038,2,1,686,22,0
MSH031218,Laban Kunda,+911958152843,2023-05-06,Odisha,2,36-45,Fashion,17675.33,23,768.49,0.1107,3,1,239,357,1
MSH031219,Yug Iyer,05089944043,2022-10-06,Bihar,2,26-35,Home Decor,8702.77,9,966.97,0.0865,0,0,451,26,0
MSH031220,Dalaja Kohli,+913808557276,2022-05-26,Maharashtra,3,36-45,Beauty,19841.69,20,992.08,0.1397,0,1,584,19,0
MSH031221,Saksham Raju,09403684845,2022-03-10,Madhya Pradesh,3,36-45,Home Decor,5571.04,4,1392.76,0.1056,2,1,661,6,0
MSH031222,Gaurav Edwin,08204987375,2023-06-06,Madhya Pradesh,2,26-35,Fashion,20505.4,22,932.06,0.2105,3,1,208,3,0
MSH031223,Urvi Kadakia,07847229399,2022-04-21,Rajasthan,3,26-35,Kitchen,11926.86,14,851.92,0.1205,1,1,619,21,0
MSH031224,Pranit Tank,+917209823410,2022-02-24,Gujarat,2,18-25,Kitchen,17342.25,16,1083.89,0.3825,0,1,675,146,1
MSH031225,David Garde,8055203540,2022-08-11,Karnataka,1,18-25,Beauty,27676.11,32,864.88,0.0559,1,0,507,5,0
MSH031226,Aayush Konda,+916844759263,2023-06-08,Gujarat,1,36-45,Home Decor,7369.2,5,1473.84,0.3644,1,1,206,155,1
MSH031227,Nicholas Sarna,2352495153,2022-05-26,Uttar Pradesh,3,36-45,Beauty,41834.9,45,929.66,0.2467,4,1,584,97,1
MSH031228,Shaurya Manne,02404866234,2022-09-21,Gujarat,2,26-35,Kitchen,14960.76,19,787.41,0.2763,0,1,466,15,0
MSH031229,Zehaan Rajan,+916022969889,2023-06-28,Rajasthan,2,36-45,Kitchen,4261.97,4,1065.49,0.4211,1,1,186,3,0
MSH031230,Aahana Ahluwalia,2504937665,2023-04-13,Uttar Pradesh,3,18-25,Fashion,22971.43,33,696.1,0.3201,0,0,262,8,0
MSH031231,Deepa Bhat,6801706038,2022-07-06,Karnataka,3,26-35,Home Decor,13981.0,27,517.81,0.239,1,0,543,15,0
MSH031232,Bhavya Memon,05827948630,2022-12-09,Bihar,3,26-35,Beauty,15612.12,13,1200.93,0.1889,1,1,387,183,1
MSH031233,Jeevika Jhaveri,7591539292,2022-04-09,Karnataka,3,18-25,Fashion,12478.61,14,891.33,0.0639,1,1,631,22,0
MSH031234,Manthan Sandhu,+914669750077,2022-11-02,West Bengal,2,26-35,Kitchen,6550.4,9,727.82,0.1886,1,1,424,11,0
MSH031235,Darika Saha,+911882634253,2022-07-18,Rajasthan,3,36-45,Electronics,42287.28,34,1243.74,0.2323,3,1,531,10,0
MSH031236,Yauvani Swamy,02485008491,2022-06-03,West Bengal,2,18-25,Beauty,21005.91,28,750.21,0.0749,1,1,576,2,0
MSH031237,Jeremiah Buch,2610021893,2022-04-06,Odisha,2,18-25,Kitchen,20765.33,31,669.85,0.2326,1,1,634,100,1
MSH031238,Wahab Mitra,+917709759680,2022-12-25,Tamil Nadu,2,45+,Fashion,19288.83,31,622.22,0.223,1,0,371,153,1
MSH031239,Adya Chacko,09451267709,2023-02-03,Gujarat,3,36-45,Home Decor,8923.17,10,892.32,0.2962,2,0,331,182,1
MSH031240,Ojas Cheema,+915605954496,2023-01-11,Karnataka,3,18-25,Home Decor,6877.27,8,859.66,0.1101,3,1,354,28,0
MSH031241,Hemal Thaman,09277706530,2022-11-24,Rajasthan,3,36-45,Kitchen,10916.78,16,682.3,0.3627,4,1,402,117,1
MSH031242,Nirja Uppal,8071069136,2022-09-29,Uttar Pradesh,2,26-35,Fashion,22994.35,23,999.75,0.1198,1,1,458,5,0
MSH031243,Nathaniel Badal,05365526374,2022-10-22,Odisha,2,36-45,Home Decor,7462.82,15,497.52,0.096,3,0,435,3,0
MSH031244,Omaja Narasimhan,02635462111,2023-01-30,Karnataka,3,26-35,Fashion,27462.64,33,832.2,0.2265,1,1,335,12,0
MSH031245,Peter Thakur,6066912212,2023-04-17,West Bengal,1,26-35,Fashion,30956.03,35,884.46,0.1007,1,1,258,27,0
MSH031246,Ekapad Zacharia,+918245979549,2022-01-18,Odisha,3,26-35,Fashion,32379.73,42,770.95,0.3459,2,1,712,21,0
MSH031247,Tamanna Joshi,+910978597916,2022-03-18,Tamil Nadu,3,18-25,Kitchen,18487.29,25,739.49,0.0237,2,1,653,235,1
MSH031248,Radha Korpal,01725468638,2022-02-18,Tamil Nadu,2,36-45,Fashion,25206.58,39,646.32,0.1833,1,1,681,16,0
MSH031249,Oscar Wadhwa,+916963801618,2023-05-13,Tamil Nadu,3,18-25,Fashion,22087.13,29,761.63,0.1449,0,1,232,1,0
MSH031250,Adweta Sagar,07466959613,2023-03-02,Gujarat,3,18-25,Home Decor,11706.57,12,975.55,0.1167,2,1,304,299,1
MSH031251,Quincy Pillai,08747121521,2022-05-09,Maharashtra,3,26-35,Home Decor,25018.49,34,735.84,0.0867,0,1,601,0,0
MSH031252,Harinakshi Lalla,+911618440533,2023-06-03,Maharashtra,2,26-35,Beauty,8535.66,17,502.1,0.0213,2,1,211,4,0
MSH031253,Wahab Pandya,+919043932672,2022-10-31,Uttar Pradesh,3,18-25,Kitchen,34420.42,46,748.27,0.3542,0,1,426,17,0
MSH031254,Ekanta Iyengar,7220050054,2022-04-22,Gujarat,3,26-35,Fashion,21013.44,28,750.48,0.1699,2,1,618,7,0
MSH031255,Girish Joshi,5697241096,2022-12-29,Maharashtra,3,18-25,Kitchen,8015.09,15,534.34,0.3299,1,1,367,211,1
MSH031256,Ekiya Hora,+917720585488,2022-03-07,Maharashtra,3,26-35,Home Decor,35034.14,43,814.75,0.1938,3,1,664,12,0
MSH031257,Lipika Savant,+915359253209,2022-01-31,Bihar,3,18-25,Fashion,19304.57,26,742.48,0.0824,0,0,699,153,1
MSH031258,Gautami Dani,+916570444116,2022-10-22,Karnataka,3,36-45,Kitchen,26304.24,27,974.23,0.0989,4,1,435,28,0
MSH031259,Pranit Barman,9467725451,2022-11-15,West Bengal,1,26-35,Beauty,26046.04,24,1085.25,0.2004,1,1,411,20,0
MSH031260,Sarthak Agarwal,09195683612,2022-01-14,Karnataka,3,36-45,Fashion,13943.34,19,733.86,0.1157,2,0,716,71,1
MSH031261,Aahana Bhardwaj,3619644089,2022-08-30,Uttar Pradesh,3,18-25,Kitchen,12987.23,16,811.7,0.1874,0,1,488,2,0
MSH031262,Harshil Gupta,03213274180,2022-12-19,Maharashtra,3,18-25,Home Decor,14172.5,8,1771.56,0.2475,1,1,377,26,0
MSH031263,Chameli Nagy,6185284388,2022-09-05,Madhya Pradesh,2,18-25,Fashion,33007.93,47,702.3,0.193,1,1,482,19,0
MSH031264,Gautam Lata,+911545306916,2023-04-13,Maharashtra,3,18-25,Kitchen,5386.5,5,1077.3,0.1539,1,0,262,73,1
MSH031265,Frederick Kari,06445559986,2023-01-23,Odisha,3,26-35,Beauty,32110.34,28,1146.8,0.1611,1,1,342,350,1
MSH031266,Upadhriti Sridhar,+915492674181,2023-03-18,Madhya Pradesh,3,26-35,Kitchen,10794.9,12,899.58,0.1299,1,1,288,10,0
MSH031267,Ira Ben,08127942316,2022-12-08,Madhya Pradesh,3,18-25,Kitchen,24141.45,37,652.47,0.0589,3,0,388,177,1
MSH031268,Prisha Tak,09622300007,2023-05-31,Uttar Pradesh,2,26-35,Home Decor,11296.04,17,664.47,0.0489,0,0,214,19,0
MSH031269,Yashica Venkatesh,02516289852,2022-02-14,Madhya Pradesh,2,26-35,Home Decor,4683.0,5,936.6,0.3307,2,1,685,158,1
MSH031270,Nidhi Comar,8125319678,2023-02-23,West Bengal,3,26-35,Kitchen,6862.44,9,762.49,0.1172,3,1,311,28,0
MSH031271,Kala Agrawal,+916283199930,2022-07-22,Uttar Pradesh,3,18-25,Fashion,17951.77,21,854.85,0.324,1,0,527,18,0
MSH031272,Hiral Walla,5592859536,2023-06-23,West Bengal,2,26-35,Fashion,8755.28,15,583.69,0.098,1,1,191,22,0
MSH031273,David Arya,9105161137,2023-01-21,Uttar Pradesh,1,26-35,Fashion,18612.78,21,886.32,0.2755,0,1,344,28,0
MSH031274,Chatura Shukla,+919963182294,2022-12-26,Bihar,1,26-35,Fashion,7486.05,9,831.78,0.0361,3,1,370,16,0
MSH031275,Diya Krishnan,06953173241,2023-04-13,Maharashtra,3,26-35,Home Decor,15288.42,25,611.54,0.29,0,1,262,18,0
MSH031276,Oviya Srivastava,1226792037,2022-07-24,Uttar Pradesh,2,45+,Home Decor,13774.67,13,1059.59,0.0845,2,1,525,10,0
MSH031277,Falak Chaudhari,+912698587461,2022-09-04,Rajasthan,1,45+,Home Decor,4186.08,5,837.22,0.2554,3,0,483,24,0
MSH031278,Lekha Naik,4279116466,2022-02-18,Rajasthan,2,26-35,Beauty,43427.45,60,723.79,0.2024,3,0,681,1,0
MSH031279,Abeer Mann,8370417658,2023-01-01,West Bengal,3,26-35,Beauty,9395.14,9,1043.9,0.1884,1,0,364,25,0
MSH031280,Yuvraj Chahal,05225505032,2022-09-10,Odisha,2,18-25,Beauty,13657.38,16,853.59,0.3343,4,0,477,26,0
MSH031281,Yashoda Batra,+910563425924,2022-03-19,Uttar Pradesh,3,36-45,Fashion,8000.21,7,1142.89,0.213,1,1,652,8,0
MSH031282,Jasmit Rastogi,04219964259,2023-02-21,Maharashtra,2,36-45,Home Decor,6987.08,6,1164.51,0.0826,1,0,313,9,0
MSH031283,Kalpit Atwal,+912125084271,2022-02-04,Bihar,3,26-35,Fashion,14855.42,13,1142.72,0.1976,3,0,695,13,0
MSH031284,Jagdish Guha,06051939271,2023-03-14,Rajasthan,3,45+,Fashion,21195.32,40,529.88,0.3715,0,1,292,186,1
MSH031285,Triveni Shankar,+914290188056,2022-11-08,West Bengal,3,26-35,Fashion,8945.47,19,470.81,0.287,1,1,418,182,1
MSH031286,Onkar Divan,+911466998747,2022-05-23,Gujarat,1,18-25,Fashion,9443.42,15,629.56,0.1356,4,0,587,2,0
MSH031287,Sathvik Dube,0237832361,2022-07-16,Rajasthan,3,18-25,Beauty,10389.6,10,1038.96,0.0179,1,1,533,3,0
MSH031288,Triya Dutta,04672799994,2022-09-17,Maharashtra,2,36-45,Beauty,14265.65,19,750.82,0.0813,1,0,470,20,0
